Item_Id,Playtime_Forever_Hours,Year_Launch,Genres
91700,10984,2011,"Cyberpunk, Action RPG, Multiplayer, RPG, Shooter, Surreal, Online Co-Op, First-Person,  Atmospheric,  Story Rich, Singleplayer, Co-op, Sci-fi, FPS, Adventure, Action, Indie, Stealth"
91800,89,2011,"Casual, Indie, Platformer"
91810,130,2011,"Puzzle, Casual, Indie, Platformer"
91900,2257,2011,"Post-apocalyptic, Multiplayer, Racing, Controller, Arcade, Action"
92000,1137,2011,"Female Protagonist, Action-Adventure, Cyberpunk, Third Person, Physics, Strategy, Singleplayer, Sci-fi, Short, Third-Person Shooter,  Adventure, Action, Indie"
92100,1241,2011,"2D, Exploration, Casual, Multiplayer, Shoot Em Up, Puzzle, Atmospheric, Difficult, Family Friendly, Simulation, Singleplayer, Sandbox, Anime, Retro, Strategy, Sci-fi, Turn-Based, Action, Indie"
92200,83,2011,"2D, Female Protagonist, Shooter, Shoot Em Up, Great Soundtrack, Bullet Hell, Arcade, Action, Indie, Anime"
92210,128,2011,"Female Protagonist, Shooter, Shoot Em Up, Bullet Hell, Action, Indie, Anime"
92220,102,2011,"Local Co-Op, 2D, Female Protagonist, Shooter, Shoot Em Up, Co-op, Nudity, Bullet Hell, Arcade, Action, Local Multiplayer, Indie, Anime"
92300,1003,2011,"2D, Platformer, Shooter, Side Scroller, Space, Sci-fi, Singleplayer, Robots, Short, Arcade, Action, Indie"
92400,29,2011,"Local Multiplayer, Indie"
92600,153,2011,"Sci-fi, First-Person, FPS, Arcade, Action, Indie"
92700,44,2011,"Action, Third-Person Shooter, Stealth"
92800,8163,2011,"2D, Difficult, Touch-Friendly, Great Soundtrack, Strategy,  Space, Singleplayer, Sci-fi, Casual, Simulation, Education, Illuminati, Puzzle, Indie"
92900,168,2011,Simulation
93200,3181,2011,"2D, RTS, Difficult, Retro, Pixel Graphics, Tower Defense, Sci-fi, Singleplayer, Top-Down, Arcade, Strategy, Action, Sandbox, Indie, Aliens"
94000,91,2011,"Story Rich,  , Simulation, Casual, Singleplayer, Short, First-Person, Indie"
94200,1726,2011,"2D, Local Multiplayer, Local Co-Op, Shooter, Shoot Em Up, Arcade, Difficult, Great Soundtrack, Bullet Hell, Singleplayer, 4 Player Local,  , Steampunk, Retro, Pixel Graphics, Co-op, Sci-fi, Action, Indie"
94300,635,2012,"2D, Horror, Dark, Mystery, Exploration, Casual, Surreal, Mature, Puzzle, Atmospheric, Fantasy, Story Rich, Great Soundtrack, Point & Click, Singleplayer,  Horror, Classic,  Adventure, Indie"
94303,13,2012,"2D, Horror, Dark,  Mystery, Exploration, Casual, Interactive Fiction, Surreal, Mature, Atmospheric, Story Rich, Great Soundtrack, Point & Click, Singleplayer,  Horror,  Third Person, Adventure, Indie"
94400,7533,2014,"2D, Sports, Multiplayer, Fast-Paced, Local Multiplayer, Local Co-Op,  , Controller, 2D Fighter, PvP, Platformer, Great Soundtrack, Fighting, Funny, Competitive, Pixel Graphics, Co-op, Action, Indie"
94590,551,2011,"Detective, Funny, Surreal, Touch-Friendly, Mystery, Point & Click, Casual, Singleplayer, Short, Comedy, Adventure, Puzzle"
94620,152,2011,"Detective, Funny, Point & Click, Casual, Comedy, Adventure"
95000,565,2013,"Puzzle, Physics, Casual, Arcade, Action, Indie"
95300,1380,2011,"Local Co-Op, 2D, Platformer, Shooter, Physics, Great Soundtrack, Space, Metroidvania, Sci-fi, Singleplayer, Adventure, Action, Local Multiplayer, Indie"
95400,1571,2014,"Local Co-Op, 2D, Action, Multiplayer, Difficult, Platformer, Online Co-Op, Cute, Great Soundtrack, Co-op, Family Friendly, Casual, Adventure, Puzzle, Indie, Puzzle-Platformer"
95700,58,2011,"Free to Play, Historical, Singleplayer, Short, Puzzle, Indie"
95900,858,2011,"Multiplayer, Female Protagonist, Flight, Simulation, Singleplayer, Arcade, Action, I"
96000,1250,2011,"Relaxing, Touch-Friendly, Cute, Point & Click, Casual, Singleplayer, Short, Hidden Object, Adventure, Puzzle, Hand-drawn, Indie, Atmospheric"
96100,3049,2016,"2D, Horror, Casual, Multiplayer, Shooter, Open World, Arcade, Puzzle, Difficult, Female Protagonist, Platformer, Great Soundtrack, Space, Singleplayer, Anime, Retro, Physics, Sci-fi, Action, Indie"
96200,1066,2011,"Shooter, Sci-fi, Singleplayer, Indie, Arcade, Action, Top-Down Shooter"
96800,1259,2012,"Action, FPS"
96900,254,2013,"Local Co-Op, Strategy, Action, Local Multiplayer, Indie"
97000,5603,2011,"2D, Relaxing, Physics, Space, Simulation, Casual, Singleplayer, Open World, Top-Down, Comedy, Arcade, Short, Puzzle, Sandbox, Indie, Atmospheric"
97100,5578,2011,"Multiplayer, Shooter, Sci-fi, First-Person, FPS, Singleplayer, Action"
97110,172,2001,"RTS, Strategy, Fantasy"
97120,96,2001,"RTS, Strategy"
97130,134,2004,"RTS, Strategy, Fantasy, Classic"
97330,25463,2012,"Fantasy,  Strategy, Magic, Co-op, Singleplayer, Card Game, Multiplayer, Board Game"
98100,303,2011,"Story Rich, Female Protagonist,  Point & Click, Abstract, Casual, First-Person, Short, Adventure, Puzzle, Indie"
98200,7605,2011,"Action, Difficult, Replay Value, Cyberpunk, Turn-Based, Competitive, Great Soundtrack, Tactical, Sci-fi, Singleplayer, Top-Down, Strategy, Multiplayer, Turn-Based Strategy,  Indie"
98300,2957,2012,"Historical, Tower Defense, Simulation, Casual, Singleplayer, Strategy, Action"
98400,2132,2012,"Difficult,  Cyberpunk, Shooter,  Sci-fi, First-Person, FPS, Singleplayer, Robots, Action, Indie"
98500,157,2011,"Steampunk,  Top-Down, Action, Twin Stick Shooter, Indie"
98600,1092,2011,"Puzzle, Physics, Simulation, Casual, Destruction, Strategy, Action, Indie"
98800,15565,2011,"2D, Casual, Top-Down, RPG, Rogue-lite, Perma Death, Dungeon Crawler, Comedy, Rogue-like, Fantasy, Difficult, Crafting, Replay Value, Adventure, Singleplayer, Procedural Generation, Funny, dable, Turn-Based, Indie"
99100,304,2011,"RPG, Fantasy, Action"
99120,12,2011,Action
99200,44,2011,"Casual, Local Multiplayer, Comedy"
99300,1130,2011,"Local Co-Op, Online Co-Op, Shoot Em Up, Racing, Co-op, Local Multiplayer, Top-Down, Controller, Arcade, Action, Twin Stick Shooter"
99400,75,2011,"Action, Hack and Slash, Indie"
99410,32,2012,"Action, Hack and Slash, Indie"
99700,942,2011,"2D, Relaxing, Platformer, Physics, Casual, Singleplayer, Short, Strategy, Puzzle, Indie, Atmospheric"
99900,291878,2011,"Massively Multiplayer, Action RPG, Casual, Multiplayer, MMORPG, RPG, Online Co-Op, Free to Play, Cute, Dungeon Crawler, Open World, Great Soundtrack, Singleplayer, Anime, Co-op, Sci-fi, Adventure, Action, Hack and Slash, Indie"
99910,7306,2011,"2D, Massively Multiplayer, Multiplayer, Free to Play, Strategy,  Co-op, Casual, Adventure, Puzzle"
100400,117,2012,"Software, Animation & eling"
100980,203,2012,Animation & eling
102200,800,2011,"RPG, Fantasy, Adventure, Casual, Singleplayer, Card Game, Indie"
102400,67,2011,"Strategy, Action, Indie"
102500,27140,2012,"Action RPG, Magic, Exploration,  RPG, Character Customization, Open World, Controller, Atmospheric, Fantasy, Story Rich, Female Protagonist, Crafting, Great Soundtrack, Singleplayer, Sandbox, Third Person, Adventure, Action, Hack and Slash"
102600,21091,2011,"Magic, Multiplayer, RPG, Shooter, Comedy, Arcade, Fantasy, Great Soundtrack, Tower Defense, Singleplayer, y, Funny, Third Person,  Strategy, Co-op, Third-Person Shooter, Adventure, Action, Indie"
102700,5322,2011,"Massively Multiplayer, Horror, Multiplayer, Shooter, Online Co-Op, Free to Play, First-Person, Open World, Controller, Gore, Survival, Adventure, Singleplayer, Funny, Zombies, Co-op, Military, FPS, Strategy, Action"
102810,184,2011,"Steampunk, Co-op, Adventure, Action, Twin Stick Shooter, Indie"
102840,3537,2012,"2D, Local Co-Op, Difficult, Platformer, Shooter, Mature, Beat em up, Side Scroller, Co-op, Singleplayer, Controller, Stylized, Adventure, Action, Hack and Slash, Indie, Gore"
102850,436,2012,"Action, Aliens, Adventure, Puzzle, Indie, Stealth"
104000,570,2011,"Strategy, Casual, Tower Defense, Indie"
104020,105,2012,"Casual, Indie, Platformer"
104200,2201,2011,"2D, Exploration, Casual, Shooter, Shoot Em Up, Open World, Comedy, Puzzle, Difficult, Platformer, Great Soundtrack, Adventure, Family Friendly, Singleplayer, Anime, Physics, Sci-fi, Strategy, Action, Indie"
104600,1217,2011,Singleplayer
104700,36287,2012,"Massively Multiplayer, Sports, Multiplayer,  Shooter, Free to Play, Character Customization, First-Person, Comedy, Singleplayer, Funny, Third Person, Competitive,  Strategy, Co-op, Third-Person Shooter, Adventure, Action, Indie"
104900,41213,2013,"Team-Based, Multiplayer, Shooter, Online Co-Op, First-Person, Open World, Rogue-like, PvP, Adventure, Singleplayer,  Third Person, Co-op, Sci-fi, Third-Person Shooter, FPS, Strategy, Action, Indie"
105000,365,2012,"Post-apocalyptic, 2D, Story Rich, Female Protagonist, Point & Click, Sci-fi, Singleplayer, Adventure, Puzzle, Hand-drawn, Indie"
105100,141,2011,"Female Protagonist, Point & Click, Casual, Singleplayer, Short, Adventure, Puzzle, Indie"
105300,346,2011,"Casual, Singleplayer, Puzzle, Indie, Match 3"
105420,226,2013,"Local Co-Op, Female Protagonist, Platformer, Co-op, Comedy, Action, Indie"
105450,85082,2009,"Resource Management, Historical, RTS, Multiplayer, Building,  Online Co-Op, Base Building,  Open World, War, Simulation, Singleplayer, Classic, Strategy, Co-op, Military, Adventure, Action, City Builder"
105600,2597247,2011,"2D, Exploration, Multiplayer, Building, RPG, Online Co-Op, Open World, Atmospheric, Survival, Crafting, Platformer, Replay Value, Family Friendly, Singleplayer, Sandbox, Pixel Graphics, Co-op, Adventure, Action, Indie"
105700,98,2011,"Local Co-Op, Platformer, Retro, Adventure, Action, Indie"
105800,899,2012,"Colorful, 2D, Relaxing, Platformer, Great Soundtrack, Pixel Graphics, Casual, Singleplayer, Music, Action, Indie, Atmospheric"
107100,37652,2011,"2D, Action RPG, Isometric, RPG, Controller, Atmospheric, Post-apocalyptic, Fantasy, Story Rich, Great Soundtrack,  Singleplayer, Twin Stick Shooter, Colorful,  Adventure, Action, Hack and Slash, Indie, Music"
107200,18825,2011,"RPG, 2D, Procedural Generation, Shooter, Zombies, Adventure,  Exploration, Space, Sci-fi, Singleplayer, Top-Down, Open World, RTS, Strategy, Action, Sandbox, Indie"
107300,970,2011,"RPG, Fantasy, 2D,  Funny, Retro, Horror, JRPG, Adventure, Pixel Graphics, Singleplayer, RPGMaker, Short, Comedy, Turn-Based, Indie"
107310,3513,2011,"RPG, Fantasy, 2D,  Funny, Retro, JRPG, Adventure, Great Soundtrack, Pixel Graphics, Memes, Singleplayer, RPGMaker, Comedy, Lovecraftian, Turn-Based, Action, Indie"
107410,1125954,2013,"Team-Based, Multiplayer, Realistic, Shooter, Online Co-Op, First-Person, Open World, War, Simulation, Singleplayer, TrackIR, Sandbox, dable, Tactical, Co-op, Third-Person Shooter, Military, FPS, Strategy, Action"
107800,1549,2011,"2D, Action, Platformer, Physics, Great Soundtrack, Side Scroller, Space, Sci-fi, Casual, Singleplayer, Adventure, Puzzle,  Indie, Puzzle-Platformer"
108110,121,2012,"RPG, Space, Simulation, Sci-fi"
108200,2453,2012,"Turn-Based, Touch-Friendly, Family Friendly, Casual, Singleplayer, Indie, Strategy, Multiplayer, Trains, Board Game"
108210,307,2011,"Turn-Based, Free to Play, Tactical, Simulation, Casual, Military, Strategy, Multiplayer, I, Board Game"
108500,1424,2012,"2D, Steampunk, Puzzle, Platformer, Physics, Adventure, Great Soundtrack, Singleplayer, Sci-fi, Strategy, Action, Indie, Puzzle-Platformer"
108600,30567,2013,"2D, Survival Horror, Isometric, Multiplayer, Building, RPG, Realistic,  Open World, Survival, Post-apocalyptic, Crafting, Early Access, Simulation, Singleplayer, Sandbox, Zombies, Co-op, Adventure, Indie"
108700,853,2012,"Remake, Racing, Top-Down, Arcade, Action"
108710,18206,2012,"Survival Horror, Horror, Dark, Mystery, Shooter,  , Atmospheric, Survival, Story Rich,  Great Soundtrack,  Singleplayer,  Horror,  Third Person, Third-Person Shooter, Adventure, Action"
108800,28976,2011,"Cyberpunk, Multiplayer, RPG, Futuristic, Shooter,  First-Person, Open World, Survival, Atmospheric, Story Rich, Great Soundtrack, Singleplayer,  Stealth, Sci-fi, FPS, Adventure, Action, Aliens"
109200,21,2011,"RPG, Fantasy, Female Protagonist, Casual, Puzzle, Indie, Match 3"
109500,65,2012,"Action, Indie, Memes"
109600,110803,2013,"Massively Multiplayer, Action RPG,  Multiplayer, MMORPG, RPG, Free to Play, Character Customization, Open World, Comedy, Atmospheric, Fantasy, PvP, Third Person, Zombies, Co-op, Adventure, Action, Hack and Slash"
109700,90,2011,"dable, Sci-fi,  RTS, Strategy, Multiplayer, Indie"
110400,251,2011,"Multiplayer, Platformer, Racing, First-Person, Parkour, Fast-Paced, Indie"
110500,1266,2011,"Arcade, Action, Indie"
110600,49,2011,"Shooter, Shoot Em Up, Arcade, Action, Indie"
110610,32,2011,"Arcade, Action, Indie"
110630,34,2012,"Arcade, Action, Twin Stick Shooter, Indie"
110800,36873,2011,"Mystery, RPG, Detective,  , Mature,  Open World, Nudity, Puzzle, Atmospheric, Story Rich, Adventure, Singleplayer,  Third Person, Third-Person Shooter, Strategy, Action"
111000,33,2011,"Steampunk, Point & Click, Casual, Hidden Object, Puzzle, Indie"
111010,35,2011,"Point & Click, Casual, Hidden Object, Adventure, Indie"
111100,609,2012,"Racing, Driving, Level Editor, Casual, Singleplayer, Indie"
111300,27,2011,"Action, Racing, Sports"
111400,877,2011,"Multiplayer, Shooter, Co-op, Action, Indie"
111600,804,2011,"2D, Local Co-Op, Platformer, Shooter, Comedy, Action, Indie, Gore"
111800,2711,2011,"2D, Platformer, Casual, Singleplayer, Robots, Puzzle, Indie, Puzzle-Platformer"
111900,1988,2013,"Fantasy, Multiplayer, Co-op, Strategy, Action"
112100,1214,2011,"RPG, Fantasy,  2D, Story Rich, Female Protagonist, Retro, Turn-Based, Strategy, Adventure, Party-Based RPG, Exploration, Singleplayer,  Isometric, Turn-Based Combat, Indie"
113020,25829,2013,"2D,  , Casual, Top-Down, Multiplayer,  Local Multiplayer, Local Co-Op, Online Co-Op, Controller, Great Soundtrack, Singleplayer, Strategy, Pixel Graphics, Co-op, Adventure, Action, Indie, Stealth"
113200,278511,2011,"2D, Dark, Top-Down, RPG, Rogue-lite, Perma Death, Dungeon Crawler, Rogue-like, Atmospheric, Survival,  Difficult, Replay Value, Great Soundtrack, Singleplayer, Bullet Hell, Procedural Generation, Adventure, Action, Indie"
113400,242431,2011,"Massively Multiplayer,  Multiplayer, Shooter, Free to Play, Racing, Character Customization, Open World, Nudity,  PvP, Singleplayer, Sandbox, Anime, Third Person, Co-op, Third-Person Shooter, FPS, Adventure, Action"
113420,27422,2011,"Massively Multiplayer, Action RPG, Multiplayer, MMORPG, RPG, Shooter, Free to Play, First-Person, Open World, Survival, Post-apocalyptic, Crafting, Singleplayer, Sandbox, Zombies, Co-op, Third-Person Shooter, FPS, Adventure, Action"
115100,4114,2011,"Casual,  Turn-Based Strategy, RPG, Cute, Comedy, Controller, Puzzle, Turn-Based Combat, Fantasy, Female Protagonist, Adventure, Family Friendly, Singleplayer, Short, Funny, JRPG, Turn-Based, Indie"
115110,3218,2012,"Funny, Steampunk, Third Person, Cute, Exploration, Family Friendly, Singleplayer, Casual, Short, Comedy, Adventure, Puzzle, Indie, Atmospheric"
115120,1709,2012,"Funny,  Online Co-Op, Co-op, Tower Defense, Third-Person Shooter, Comedy, Strategy, Action"
115200,178,2005,"RTS, Strategy, Historical"
115210,260,2003,"RTS, Strategy, Historical"
115220,148,2003,"RTS, Strategy, Historical"
115320,12948,2012,"Horror, Parkour, Multiplayer, RPG,  Open World, Atmospheric, Gore, Story Rich, Singleplayer, Sandbox, Violent, Third Person, Zombies, Co-op, Sci-fi, Adventure, Action, Hack and Slash, Stealth"
116100,209,2014,"Racing, Arcade, Multiplayer, Local Multiplayer, Indie"
116120,86,2011,"Action, Casual, Arcade, Puzzle, Indie"
200010,5457,2012,"Funny, Platformer, Physics, Adventure, Family Friendly, First-Person, Casual, Singleplayer, Comedy,  y, Strategy, Puzzle, Sci-fi"
200020,10,2011,"Third Person, Action, Third-Person Shooter"
200050,266,2012,"RTS, Strategy"
200080,145,2010,"Detective, Female Protagonist, Mystery, Point & Click, Adventure, Puzzle"
200130,357,2011,"Strategy, Puzzle, Casual, Indie"
200150,61,2015,"Strategy, Casual,  Board Game"
200170,23095,2012,"2D, Team-Based, Multiplayer, Local Multiplayer, Turn-Based Strategy, Local Co-Op, Comedy, Family Friendly, Singleplayer, Classic, 4 Player Local,  Funny, Physics, Strategy, Side Scroller, Tactical, Co-op, Turn-Based, Action"
200190,101,2011,"Local Co-Op, Adventure, Indie, Platformer"
200210,342075,2012,"2D, Massively Multiplayer, Casual, Multiplayer, MMORPG, RPG, Perma Death, Free to Play, Open World, Rogue-like, Survival, Difficult, Adventure, Bullet Hell, Retro, Pixel Graphics, Co-op, Strategy, Action, Indie"
200230,541,2011,"Racing, Simulation, Singleplayer, Multiplayer"
200260,90617,2012,"Detective,  Beat em up,  , Open World, Controller, Atmospheric, Story Rich, Singleplayer, Fighting, Sandbox, Action-Adventure, Third Person,  Metroidvania, Adventure, Action, Stealth"
200370,2066,2012,"Fantasy, Crafting, Simulation, Casual, Singleplayer, Strategy, Building, City Builder"
200390,859,2012,"Tower Defense, Singleplayer, RTS, Strategy, Indie"
200410,113,2012,"Space, Action, Simulation, Indie"
200490,12,2012,"Adventure, Singleplayer, Point & Click"
200510,253899,2012,"Isometric, Multiplayer, Turn-Based Strategy, Aliens, RPG, Futuristic, Perma Death, Base Building, Character Customization, Atmospheric, Difficult, Replay Value, Great Soundtrack, Singleplayer, Strategy, Tactical, Sci-fi, Turn-Based, Action, Turn-Based Tactics"
200550,344,2011,"RPG,  Simulation, Strategy, Multiplayer"
200670,359,2011,"RPG, Strategy, Turn-Based, Turn-Based Strategy"
200710,155624,2012,"Action RPG, Isometric, Multiplayer,  RPG, Online Co-Op, Character Customization, Dungeon Crawler, Atmospheric, Fantasy, Replay Value, Singleplayer, Steampunk, dable, Co-op,  Adventure, Action, Hack and Slash, Indie"
200910,1482,2011,"RPG, Kickstarter, Funny, Great Soundtrack,  , Singleplayer, Comedy, Indie, Music"
200940,1225,2012,"2D, Colorful, Fast-Paced, Platformer, Retro, Remake, Great Soundtrack, Pixel Graphics, Side Scroller, Family Friendly, Singleplayer, 1990s, Classic, Adventure, Action,  Anime"
200960,340,2001,"RPG, Fantasy, Story Rich, Isometric, Turn-Based, Singleplayer, Strategy, Turn-Based Combat, Indie"
200980,63,2003,"RPG, Isometric, Turn-Based, Strategy, Turn-Based Combat, Indie"
200990,23,2005,"RPG, Isometric, Strategy, Turn-Based Combat, Indie"
201000,93,2006,"RPG, Isometric, Turn-Based, Strategy, Turn-Based Combat, Indie"
201010,225,2008,"RPG, Isometric, Turn-Based, Strategy, Turn-Based Combat, Indie"
201040,246,2014,"Strategy, Indie"
201070,87,2012,"Multiplayer, FPS, Strategy, Action, Indie"
201210,2250,2014,"RPG, Fantasy, Action,  Turn-Based, Free to Play, Tactical, Singleplayer, Strategy, Multiplayer, Turn-Based Strategy, Turn-Based Tactics"
